Club Name,White European Italian,Black African American,Native American,Asian,Hispanic,Native Hawaiian or Other Pacific Islander,woman women,man men,Greek,lgbtq,Christian,Islam,Jewish,Hindu,Buddhism,Muslim,Sikh,Description
Comparative Ethnic Studies Student Association,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.1663121808688664,0.5064910378135998,0.6643108745407776,0.43043860071043605,0.24681585158389874,0.48429097564077583,0.4556637005318953,Comparative Ethnic Studies Student Association Comparative Ethnic Studies Student Association''s purpose is to provide a place to supplement the educational and networking experiences of students with an interest in Comparative Ethnic Studies.
Computer Science and Artificial Intelligence,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.18553019637964424,0.2914725104857394,0.24298172423634154,0.3241734239371913,0.03123067827375428,0.26621582504719826,0.2119451594109955,Computer Science and Artificial Intelligence CSAI brings students together to tackle meaningful problems using artificial intelligence.
Computing Club Collaborative,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.26187748165766045,0.3119733279430293,0.4506696355742683,0.31957972214033753,0.21880777648406,0.34345745552956997,0.3369913567476175,Computing Club Collaborative Leaders from computing organizations on campus come together to create immersive events for Cal Poly students!
Computing Research Society,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.2279446790067874,0.41200581069615194,0.4176223467241885,0.28152293487542124,0.18219168557460375,0.2928462705044145,0.20127225228478737,"Computing Research Society Our club offers a space to conduct hands-on research, collaborative projects, and literature discussions in computing. Members present findings, fostering skills and a deeper understanding of research methodologies"
CORE,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.1191593786265573,0.2682535525506975,0.3061295607922847,0.28956642825133566,0.2675597545967371,0.2052789747503712,0.3306948292330337,"CORE Core is a pre-WOW program rooted in proactively connecting underrepresented students to the resources, community, and connections that will kickstart their leadership journey at Cal Poly instilling confidence in their ability to navigate their WoW."
Country Line Dancing Club,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.08164630845870113,0.23978161462356687,0.17280706199746293,0.1677312587238914,0.13751746679670027,0.09032258221790146,0.1913570018869219,"Country Line Dancing Club The Country Line Dancing Club provides engaging, interactive line and partner dancing instruction to students and offers a safe environment for members to learn everything they need to know about country line dancing."
Cal Poly Drag Club,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.22460230348731902,0.33265856895994533,0.5230887949409636,0.33779092139056505,0.3295896179536124,0.27340196265120476,0.29569801157220466,Cal Poly Drag Club Cal Poly Drag Club was founded as a way to give on campus queer artists and enthusiasts a way to explore and embrace themselves.
Cru,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.6057858779440957,0.5358989135617498,0.5833850368681692,0.39883433809386154,0.36480491099996826,0.4856629119322713,0.3343856852110642,"Cru Cru Central Coast is a part of Cru, an interdenominational, worldwide Christian ministry with the goal of giving every student the opportunity to hear and respond to the Good News of Jesus Christ."
Delight Ministries at Cal Poly,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.49768058310171426,0.38865306001765476,0.6216978475561841,0.3729335419844492,0.4320347678926916,0.3398245156300692,0.40168837772802285,Delight Ministries at Cal Poly Delight is a club inviting college women on the central coast into Christ-centered community that fosters vulnerability and transforms stories.
Delta Chi,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,0.319321278517038,0.22588929999321605,0.6632246744511772,0.27617032893505544,0.2845591111616851,0.17999818370417506,0.265999804901986,"Delta Chi Delta Chi is a campus-affiliated Greek Fraternity. We strive to benefit the lives and characters of each and every one of our members. We foster a unique brotherhood centered around loyalty, compassion, & gentlemanly conduct."
Delta Sigma Phi - Epsilon Rho Chapter,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,0.364676084581563,0.31715829932960626,0.6235694281617438,0.30103658045838794,0.35862700993755603,0.3201078069343183,0.2977555201259994,"Delta Sigma Phi - Epsilon Rho Chapter Delta Sigma Phi's mission is ""Building Better Men"". The ""Better Man"" is defined as a man of courage, a man of action, and a man of excellence. Members of Delta Sigma Phi value culture, harmony, and friendship."
Delta Sigma Pi Kappa Mu Chapter,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.19397771222233604,0.4021205531546197,0.6002394501530535,0.37033714997878403,0.3808690172092337,0.27542353768945305,0.29877865400042325,Delta Sigma Pi Kappa Mu Chapter Delta Sigma Pi is a professional fraternity organized to foster the study of business in universities and promote closer affiliation between the commercial world & students of commerce.
Delta Upsilon,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.32613991215918,0.24471428510240908,0.7119142044100287,0.3486330843775016,0.3884300754143071,0.1725998027653526,0.3530850234740329,Delta Upsilon Cal Poly affiliated fraternity chapter that strives to bring philanthropy and volunteer service to the Cal Poly campus and surrounding SLO community
Design Lab,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.1118779418285749,0.23431276110724322,0.45885133505187803,0.18021199978855498,0.13149238813301398,0.30306482638573046,0.08765267514445456,"Design Lab Design Lab provides a space for designers and professionals to connect, collaborate on projects, and learn more about each other and the industry."
Design Village,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.09618886619683323,0.19978458414960468,0.37725787480323725,0.4133144144045466,0.254305528824486,0.20737806318613008,0.1986222021826775,Design Village Design Village is a student-run organization that hosts annual design-build competitions under the direct sponsorship of Cal Poly's CAED. Competitors across the country compete alongside Cal Poly students to claim winner of the year's theme.
Disability Alliance,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.24537964456513628,0.3652163184177486,0.41585713235576416,0.3694367943797542,0.37537285175452095,0.2459602070497143,0.4061299628333099,"Disability Alliance The Disability Alliance seeks to develop a supportive and welcoming environment for students of all abilities at Cal Poly by creating community spaces for peer connection and educating on disability history, culture, and activism."
Disability Resource Center,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.16924320292962952,0.28975095220337654,0.23333978617470846,0.21447592122626657,0.23279806894558414,0.136441483130998,0.1423560220836479,Disability Resource Center The Disability Resource Center (DRC) cultivates an accessible and inclusive community where students with permanent and temporary disabilities have an equal opportunity to participate in all aspects of campus life.
Diversity & Inclusion,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.2336212740165525,0.357314194438085,0.5253436641691294,0.32468188006973875,0.2583870344587418,0.3360943583702977,0.3502248508472594,"Diversity & Inclusion Diversity & Inclusion is a collective of campus resource centers that support and empower students experiencing marginalization, through intersectional advocacy and cultural connections to build a more just and equitable Cal Poly community."
Dragon Boating Outreach Club,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.3086834393053798,0.3352340879068133,0.3212693712998669,0.30194966323576544,0.32153230816789447,0.27092884717261023,0.1943849923406435,"Dragon Boating Outreach Club We are a Cal Poly club affiliated with the Central Coast Adventurers Dragon Boat team in which students have the opportunity to paddle in Morro Bay in a fun and supportive environment. We provide a chance to see wildlife, build community, and exercise!"
Dream Center,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.13849876198086347,0.2980158923700348,0.2847764240332793,0.26692937356566243,0.21549076266755818,0.25006687088952284,0.18674794505896078,"Dream Center Providing holistic support and resources to undocu/DACA students, members of mixed status families, and allies through empowering and educational programming, community building, and campus referrals. Register for this quarter’s events in our profile"
Eco Reps,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.23161013664583666,0.16832316042404152,0.4052731021111946,0.3849545464719404,0.23639889254193125,0.24474828100511523,0.2248614261916337,Eco Reps Eco Reps are committed to creating a culture of environmental stewardship on campus at Cal Poly. Eco Reps exemplify the motto 'Growing Greener Minds' and plays a direct role in Cal Poly's advancement for sustainability.
Educational Opportunity Program (EOP),1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.1830559680033142,0.36995878655708647,0.3356254760601605,0.29871363824906405,0.15481859200521642,0.2854466628563516,0.22607657485635352,"Educational Opportunity Program (EOP) Provides admission, academic and financial support services to historically underserved students throughout California."
Educators of Color,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.2924208017168419,0.30570122747778394,0.5130436552981786,0.2776266086367656,0.2932613298468465,0.2757893739015337,0.29697107961511354,"Educators of Color Educators of Color's purpose is to create a space for students of color who are passionate about the educational field from teaching primary, secondary, or post-secondary settings, to working as administrators or as student/academic affairs personnel."
EIM Club,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.25422144423889714,0.45130603188560103,0.4806772315715171,0.3920628363058656,0.3402249531425262,0.35856704480537654,0.2710557843864028,"EIM Club The EIM Club is a student organization that has a primary focus to serve students, whether majors or not, interested in recreation, parks, and tourism administration (RPTA). We provide opportunities in networking, jobs, and local business insights."
End Overdose at Cal Poly,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.22483620931939846,0.2848594447369719,0.47379873961741703,0.3036586411230967,0.18941470030905933,0.24729897256614966,0.24389878285027344,"End Overdose at Cal Poly End Overdose is a 501(c)3 non-profit organization based in Los Angeles, California working to end drug-related overdose deaths through education, medical intervention, and public awareness."
Engineering Student Council,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.2362566453997786,0.19135727209880724,0.27006121242638065,0.3773471702803598,0.1786158394723787,0.2330876757389404,0.18982574419230686,"Engineering Student Council The Engineering Student Council serves to bridge the communication gap between engineering students, the College of Engineering, and the University, and provides cohesion and cooperation between the diverse student organizations and clubs within CENG."
Engineers for Global Cultural Awareness,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.2739951322609108,0.33751491325889055,0.5410001879016743,0.3996428294196168,0.24882506276691044,0.3620659503961618,0.2313288823349272,Engineers for Global Cultural Awareness Engineers for Global Awareness is a space for engineers to learn more about the different engineering practices worldwide.
Environmental Sciences Club,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.2344214225300874,0.24575280058394344,0.29027304552121164,0.2588181606477074,0.23652759123922476,0.21805757443591572,0.14292599377237344,"Environmental Sciences Club ESC serves to introduce students who are interested in Environmental Science to potential career paths, community service organizations, and recreational activities related to environmental science and natural resources."
Epic Movement,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.5251655135032852,0.4677214695799915,0.5173091805429781,0.5316488851277503,0.3924192805400005,0.3890799649354436,0.3817947342752584,Epic Movement Epic is an Asian American Christian movement that is focused on bringing the love of Jesus Christ to students at Cal Poly. We seek to become apart of God's redemptive mission to share the Gospel world-wide.
Epsilon Chi Chapter of Alpha Phi International Fraternity Incorporated,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,0.2815543681914141,0.3873398918742963,0.6331109087666613,0.28441426644068085,0.24695741885237757,0.2054917726726862,0.288791127102054,"Epsilon Chi Chapter of Alpha Phi International Fraternity Incorporated Alpha Phi is a sisterhood of outstanding women supporting one another in lifelong achievement. The sisterhood of Alpha Phi stretches from coast to coast through 164 collegiate campuses and more than 200,000 members."
Epsilon Omega Chapter of Alpha Chi Omega,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.3306228336126711,0.39194474698892057,0.4922971451393676,0.23224306219958973,0.2730751514883071,0.1982288112053908,0.1899178093080947,"Epsilon Omega Chapter of Alpha Chi Omega Alpha Chi Omega was founded to provide a basis of mutual helpfulness and of congenial fellowship. The purpose of Alpha Chi Omega was to provide the advancement of the intellectual, social and moral culture of its members."
Esports Council,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.2508467642392166,0.28406911627982806,0.4796424456516683,0.2749030043760539,0.19702605112382068,0.2386839598599145,0.26517435034517933,"Esports Council This Organization is the official voice of the many different esports and gaming clubs that exist on campus in order to promote and champion the needs, interests, and activities of the students who engage with the gaming community at Cal Poly."
Eta Kappa Nu,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.14745440011774405,0.3508228664765415,0.4342863031865582,0.5350578878265313,0.22482174935006086,0.2408251307781749,0.37247097746057556,Eta Kappa Nu Electrical and Computer Engineering Honor Society
Eta Septaton Chapter Phi Sigma Kappa,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,0.2832047452482622,0.5387371407467606,0.5678203510616511,0.4792852969063789,0.4066094319108219,0.36428519191130393,0.3778802646003854,"Eta Septaton Chapter Phi Sigma Kappa The Eta Septaton Chapter of Phi Sigma Kappa is a group of brothers that promotes our three pillars of brotherhood, scholarship, and character in each of our lives."
